UNIQUE_ID,Date,Company,CapitalIQ_ID,ISIN,Ticker,Total_ESG_Score,Governance_Score,Social_Score,Environment_Score
100890046943374,20181001,Ford Motor Credit Co. LLC,,SUSTDF1936AE,,61.09,60.78,74.39,52.4
100931473643374,20181001,Investitionsbank Berlin,,DE000A0KPR95,,46.06,43.37,55.37,39.5
101335592143374,20181001,"Heungkuk Life Insurance Co., Ltd.",,SUSTC72ECAED,,46.23,64.33,45.38,34.29
101889439443374,20181001,Ras Laffan Liquefied Natural Gas Co. Ltd. (II),,USM8221WAA91,,56.27,53.04,50.31,65.38
102081025043374,20181001,Compass Group International BV,,XS1637093508,,67.07,72.75,62.7,67.34
102838400143374,20181001,Metro Finance B.V.,,XS0731104591,,71.76,68.65,76.41,68.68
103049332043374,20181001,Hamburgische Investitions- und Förderbank,,DE000A1X3JM6,,49.05,40.46,59.27,49
103299649943374,20181001,Gas Natural de Lima y Callao SAC,,USP47113AA63,,61.49,79.45,66.07,48.44
112377768943374,20181001,Continental Senior Trustees (Cayman) Ltd.,,USG2523RAA52,,64.26,57.43,68.99,67.83
113575614543374,20181001,CNH Industrial Finance Europe SA,,XS1114452060,,85.16,83.29,83.44,87.83
113756762743374,20181001,CNPC (HK) Overseas Capital Ltd.,,USG21895AB60,,41.12,45.68,38.2,41.19
113880653543374,20181001,Royal Capital BV,,SUST1850331A,,49.53,65.45,46.62,41.49
121253829643374,20181001,CNOOC Finance (2012) Ltd.,,USG23530AA92,,55.18,62.26,61.67,42.69
122519222743374,20181001,Steel Funding DAC,,XS1405775617,,66.08,56.45,64.72,74.52
123181941843374,20181001,China Overseas Finance (Cayman) V Ltd.,,XS0852986156,,56.76,48.15,59.79,60.94
123249930243374,20181001,Altice Finco SA,,XS1577952440,,44.57,61.18,36.55,43.98
123386371443374,20181001,ICTSI Treasury BV,,XS0972298300,,49.53,65.45,46.62,41.49
123399377043374,20181001,Champion MTN Ltd.,,XS0875871690,,79.26,64.9,76.04,92.44
123985212243374,20181001,AES El Salvador Trust II,,USP06076AA49,,63.87,69.59,73.34,54.37
124145686443374,20181001,TBG Global Pte Ltd.,,XS1165340883,,50.65,54.3,50.43,47.92
124543157943374,20181001,CNOOC Finance 2013 Ltd.,,US12625GAC87,,55.18,62.26,61.67,42.69
126143707143374,20181001,Towngas Finance Ltd.,,XS1022151416,,65.68,66.2,75.01,59.18
127000331343374,20181001,AYC Finance Ltd.,,XS1056384420,,62.55,61.12,69.65,56.78
127066648443374,20181001,China Cinda Finance (2014) Ltd.,,USG2117CAB84,,45.98,47.56,52.83,36.68
127202854643374,20181001,Goodman HK Finance,,XS1078750004,,54.64,64.06,45.42,54.48
128002360343374,20181001,Emirates NBD 2014 Tier 1 Ltd.,,XS1111114135,,52.65,49.54,68.86,39.25
128984898643374,20181001,"Mylan, Inc.",,SUSTD4A8A145,,52.73,49.22,46.8,67.64
133652904843374,20181001,Gth Finance B.V.,,XS1400710726,,48.89,58.5,45.19,46.42
134271772843374,20181001,Diamond 1 Finance Corporation,,US25272KAK97,,77.98,55.69,83.37,87.2
143069067443374,20181001,UBS Group Funding (Switzerland) AG,,SUST47C21920,,73.99,67.25,69.7,87.08
143770883043374,20181001,CK Hutchison Capital Securities (17) Ltd.,,SUST4E02A49B,,43.77,51.6,42.19,40.24
154165559643374,20181001,Potash Corporation of Saskatchewan Inc.,,US73755LAL18,,54.54,59.67,51.71,53.8
154651064743374,20181001,CK Hutchison International (17) Ltd.,,USG2178XAA03,,43.77,51.6,42.19,40.24
200001876743374,20181001,Royal Ahold NV,,SUST3A8E3F1B,,71.81,80.68,67.17,70.77
200007705343374,20181001,Toyota Finance Australia Ltd.,,XS1624346083,,64.39,49.03,64.17,73.06
200015895843374,20181001,CEMIG Geração e Transmissão SA,,USP2205LAC92,,75.09,74.2,75.42,75.37
200019476443374,20181001,Teva Pharmaceutical Finance IV LLC,,US88166HAD98,,60.79,64.42,51.23,73.63
200048980243374,20181001,Morgan Stanley & Co. LLC,,XS1467392707,,61.87,49.99,59.58,79.33
200049948043374,20181001,Hana Bank,,SUST4E654DCF,,54.48,52.13,62.61,48.75
200049966643374,20181001,Wing Lung Bank Ltd.,,XS1716657876,,51.82,51,60.64,43.42
200049970043374,20181001,CITIC International Financial Holdings Ltd.,,XS0985263150,,54.95,45.94,68.15,52.25
200049997343374,20181001,Daegu Bank Ltd.,,XS1761537841,,62.69,59.93,67.06,61.5
200050708443374,20181001,Danica Pension Livsforsikrings A/S,,XS1117286580,,75.47,66.2,79.79,82.58
200053087043374,20181001,"SK E&S Co., Ltd.",,KR6056551742,,47.1,58.6,39.65,46.44
200058183343374,20181001,National Bank of Abu Dhabi,,XS1546411650,,58.02,58.78,75.14,38.75
200065707743374,20181001,Banco Santander SA (Old),,SUST8BEC5D4E,,70.06,62.87,73.4,75.58
200072045243374,20181001,Bolsa de Mercadorias & Futuros,,USP1728MAA10,,72.46,80.16,66.74,68.84
200077019643374,20181001,AmBank (M) Bhd.,,XS1083308301,,49.06,38.54,68.68,41.42
200078558643374,20181001,"Korea Midland Power Co., Ltd.",,SUST961FBBB8,,64,58.2,70.22,63.08
200078880843374,20181001,Deutsche Finance Netherlands BV,,SUSTD56219F8,,63.68,56.82,65.35,70.58
200079108443374,20181001,Hutchison Whampoa Finance (CI) Ltd.,,USG46715AC56,,43.77,51.6,42.19,40.24
200079221243374,20181001,ASR Nederland NV (Investment Company),,XS1293505639,,64.71,78.11,62.09,50.5
200079297143374,20181001,CNOOC Finance 2003 Ltd.,,USG21886AB53,,55.18,62.26,61.67,42.69
200079906343374,20181001,Cheung Kong Infrastructure Finance BVI Ltd.,,XS1733226747,,50.96,49.1,52.13,51.22
200082979343374,20181001,Perú LNG SRL,,USP7721BAE13,,74.9,80.14,88.31,55.82
200091190543374,20181001,Telefónica Celular del Paraguay SA,,USP90475AA57,,71.5,75.99,67.56,73.66
200092078843374,20181001,Consorcio Transmantaro SA,,USP3083SAC90,,64.8,77.4,61.48,60
200094432543374,20181001,MetLife Global Funding,,XS1110874820,,61.17,55.62,63.78,65.42
200095295143374,20181001,CapitaLand Treasury Ltd.,,XS0831700421,,76.14,67.98,66.33,89.63
200096922343374,20181001,Alpha Gas & Electric LLC,,US69783TAA25,,70.74,83.98,74.56,56.92
200097653143374,20181001,Bank of Communications (Hong Kong Branch),,XS1567332884,,52.56,42.76,63.2,53.58
200100312143374,20181001,Shanghai Electric Finance Co.,,XS1262584532,,47.92,51.79,48.04,45.39
200102144143374,20181001,"Nakilat, Inc.",,USY62014AA64,,63.69,56.85,72.38,58.64
200104775943374,20181001,RTE Reseau De Transport D'Electricite,,FR0013060209,,83.31,79.29,85.42,84.13
200117883243374,20181001,VIP Finance Ireland Ltd.,,XS0587031096,,54.07,61.65,52.46,50.17
200128159243374,20181001,Exor SpA,,SUSTCB0A152A,,50.32,49.63,63.88,36.72
200130072843374,20181001,Volkswagen Leasing SA de CV,,XS1014610254,,58.72,44.25,61.76,64.72
200158155243374,20181001,Sanofi SA,,FR0013324357,,71.27,66,73.81,73.01
200159567343374,20181001,Sberbank Capital LLC,,XS0799357354,,57.81,56.46,72.97,43.33
200160105843374,20181001,China Construction Bank Corp. (Hong Kong),,XS1622512793,,50.91,47.43,57.91,47.83
200161001643374,20181001,CSN Islands XI Corp.,,USG2583XAA93,,43.73,53.9,38.93,41.97
200161634243374,20181001,Hutchison Whampoa International (09/19) Ltd.,,USG4671AAA81,,43.77,51.6,42.19,40.24
200244196943374,20181001,ACS Servicios Comunicaciones y Energía SL,,SUST5BE8DADC,,68.78,64.17,75.84,63.97
200252769143374,20181001,Santander Consumer (UK) Plc,,SUST859012CB,,70.06,62.87,73.4,75.58
200268215943374,20181001,Fita International Ltd.,,XS0485770670,,67.66,61.98,69.74,70.36
200268840143374,20181001,Hong Kong Electric Finance Ltd.,,XS0565475505,,53.92,59.1,52.8,51.78
200272848143374,20181001,Axiata SPV1 (Labuan) Ltd.,,XS0504981746,,59.53,74.8,51.22,59.25
200275257143374,20181001,Itaú Unibanco Holding SA (Cayman Islands),,US46556MAB81,,71.07,66.36,74.55,73.33
200281533043374,20181001,Richemont International Holding S.A.,,XS1789751531,,81.16,78.19,84.94,78.95
200282793943374,20181001,Industrial & Commercial Bank of China (Macau) Ltd.,,XS1105630518,,49.74,43.09,56.04,51.42
200283428543374,20181001,Transportadora de Gas Internacional SA ESP,,USP93077AA61,,61.49,79.45,66.07,48.44
200284788243374,20181001,PCCW-HKT Capital No. 4 Ltd.,,XS0766460157,,52.17,56.2,45.79,58.38
200285506243374,20181001,Empresa Eléctrica Angamos SA,,USP3713QAA50,,65.04,72,69.15,58.44
200285842443374,20181001,Rabobank,,SUSTD4831BC9,,85.63,80.4,86.96,90.83
200288018943374,20181001,"Coca-Cola Enterprises, Inc.",,XS1206411230,,71.93,69.25,69.91,76.15
200299205343374,20181001,CNOOC Finance (2011) Ltd.,,USG2353WAA92,,55.18,62.26,61.67,42.69
200302736643374,20181001,Bank of China Ltd. (Macau Branch),,SUSTED11D5FA,,50.08,46.22,62.05,42.17
200308378643374,20181001,FPT Finance Ltd.,,XS0544536047,,52.96,53.76,51.5,53.5
200310072543374,20181001,Wiseyear Holdings Ltd.,,XS0611607879,,61.97,61.19,53.73,68.74
200321940943374,20181001,Bank of China (Paris Branch),,SUSTE7496FFF,,50.08,46.22,62.05,42.17
200322647143374,20181001,Industrial & Commercial Bank of China Ltd. /Singapore Branch/,,SUST38FB9FE7,,49.74,43.09,56.04,51.42
200324560743374,20181001,"Gerdau Holdings, Inc.",,US37373UAA25,,53.95,45.43,48.28,66.53
200327902043374,20181001,COSCO Pacific Finance (2003) Co. Ltd.,,XS0875624099,,49.46,52.45,44.11,53.44
200329568143374,20181001,Skysea International Capital Management Ltd.,,XS0702140756,,49.74,43.09,56.04,51.42
200330870243374,20181001,IDBI Bank Ltd. (Dubai Branch),,SUSTC4984D3F,,50.83,36.57,66.06,52.58
200334716143374,20181001,Nanyang Commercial Bank (China) Ltd.,,SUST22C23359,,45.98,47.56,52.83,36.68
200343917143374,20181001,Theta Capital Pte Ltd.,,XS1506085114,,46.98,52.86,51.67,39.06
200344451543374,20181001,"Yancoal International Resources Development Co., Ltd.",,USY97279AB28,,51.18,46.44,51.35,54.39
200351643443374,20181001,Bank of China Ltd. (Singapore Branch),,SUST7D82325E,,50.08,46.22,62.05,42.17
200352140943374,20181001,FPC Finance Ltd.,,XS0798486543,,52.96,53.76,51.5,53.5
200355384643374,20181001,Hutchison Whampoa International 12 II Ltd.,,USG4690AAB38,,43.77,51.6,42.19,40.24
200356074843374,20181001,China Taiping Capital Ltd.,,XS0856597314,,45.64,41.91,54.5,40.92
200357183843374,20181001,Mexico Generadora de Energia S de Rl,,USP66208AA02,,53.13,60.47,54.6,46.21
200362788943374,20181001,"W.P. Carey, Inc. (Real Estate)",,XS1117300084,,50.12,52.85,59.79,40.81
200362852543374,20181001,Vanke Real Estate (Hong Kong) Co. Ltd.,,XS1713193586,,53.93,51.81,60.88,50.31
200366707643374,20181001,FPC Treasury Ltd.,,XS0914313357,,52.96,53.76,51.5,53.5
200370462243374,20181001,Emirates NBD Tier 1 Ltd.,,SUSTE95D53A1,,52.65,49.54,68.86,39.25
200372762143374,20181001,Gran Tierra Energy International Holdings Ltd.,,SUST9C7FF506,,71.42,73.44,71.82,69.54
200382077243374,20181001,Industrial & Commercial Bank of China (Luxembourg Branch),,SUST2DE7E5A5,,49.74,43.09,56.04,51.42
200384755343374,20181001,Amipeace Ltd.,,XS1138358772,,50.08,46.22,62.05,42.17
200387951243374,20181001,AES Argentina Generación SA,,USP1000CAA29,,63.87,69.59,73.34,54.37
200391171243374,20181001,F 1401 Trust,,USP9406GAB43,,63.04,62.63,63.75,62.81
200393860743374,20181001,Fibra UNO Trust F/1401,,USP9406GAC26,,63.04,62.63,63.75,62.81
200395502743374,20181001,Banglalink Digital Communications Ltd.,,USY0629LAA53,,48.89,58.5,45.19,46.42
200396373343374,20181001,Carmila France SAS,,FR0013142536,,43.52,41.31,51.67,39.06
200396505343374,20181001,Kasikornbank Public Co. Ltd. (Cayman Islands),,XS1061998099,,64.34,58.25,72.89,62.92
200397644243374,20181001,Azure Orbit II International Finance Ltd.,,XS1264901601,,52.56,42.76,63.2,53.58
200402676243374,20181001,GCX Ltd.,,USG37767AA13,,51.4,64.55,46.81,47.33
200413297643374,20181001,Fenix Power Perú SA,,USP40070AB35,,61.33,65.8,65.11,56.33
200416564643374,20181001,State Elite Global Ltd.,,XS1165126530,,50.91,47.43,57.91,47.83
200437786043374,20181001,State Bank of India /Dubai City Branch/,,SUST556392B2,,46.34,35.6,63.82,41.25
200438216343374,20181001,Ooredoo International Finance Ltd.,,XS1435374126,,43.94,53.7,40.71,40.67
200438849043374,20181001,Industrial & Commercial Bank of China /Hong Kong Branch/,,XS1562574431,,56.24,51.09,63.49,55
200439175643374,20181001,Industrial & Commercial Bank of China Ltd. (Abu Dhabi Branch),,SUST96D0A8BD,,49.74,43.09,56.04,51.42
200448067743374,20181001,Cnooc Finance (2015) Australia Pty Ltd.,,US12634GAA13,,55.18,62.26,61.67,42.69
200450030143374,20181001,Industrial & Commercial Bank of China Ltd. (Dubai Branch),,SUST0CDDE831,,49.74,43.09,56.04,51.42
200452163643374,20181001,Agricola Senior Trust,,USG4109CAA65,,82.75,87.88,79.18,80.08
200453251743374,20181001,Formosa Group (Cayman) Ltd.,,XS1214406792,,53.67,65.35,55.99,44.33
200467149043374,20181001,Georgia Capital JSC,,SUSTD456F2D6,,58.82,58.37,68.86,48.67
200475460443374,20181001,Türkiye Garanti Bankasi AS (Luxembourg),,XS1576037284,,74.06,62.72,81.21,80.75
200490797043374,20181001,Tengizchevroil Finance Co. International Ltd.,,USG87602AA90,,59.97,53.9,69.24,53.7
200491288043374,20181001,ONGC Videsh Vankorneft Pte Ltd.,,XS1457499645,,47.92,63.09,35.86,50.86
200497246843374,20181001,Qatar Reinsurance Co. Ltd.,,SUST8C125FE1,,44.92,41.91,54.69,38.33
200498398043374,20181001,CK Hutchison International (16) Ltd.,,USG2176WAA48,,43.77,51.6,42.19,40.24
200500597543374,20181001,SCA Hygiene AB,,XS1584122177,,74.43,68.75,86.51,64.69
200501448243374,20181001,WPP Finance 2016,,XS1794084068,,67.15,65.86,65.05,72.64
200504663743374,20181001,BPRL International Singapore Pte Ltd.,,XS1548865911,,60.45,60.15,56.16,65.57
200506089143374,20181001,Société des Autoroutes Paris-Rhin-Rhône SA,,FR0013295722,,58.04,58,54.59,62.68
200541170243374,20181001,Sino-Ocean Land Treasure III Ltd.,,SUST71BEDFE9,,54.48,42.32,59.38,59.94
200545262343374,20181001,CK Hutchison International (17) II Ltd.,,USG2178XAB85,,43.77,51.6,42.19,40.24
200547020943374,20181001,Braskem Netherlands Finance BV,,USN15516AA01,,70.29,73.09,66.57,71.81
200557871643374,20181001,China State Construction Finance (Cayman) II Ltd.,,XS1721386834,,58.33,53.54,65.32,53.79
200559526543374,20181001,King Talent Management Ltd.,,SUST0A27E605,,56.08,53.47,63.01,51.97
200568511743374,20181001,FAB Sukuk Co. Ltd.,,XS1772752710,,58.02,58.78,75.14,38.75
200568512843374,20181001,Growthpoint Properties International (Pty) Ltd.,,SUST912693E9,,64.02,51.18,59.79,76.81
200571124943374,20181001,Azure Orbit IV International Finance Ltd.,,SUST16F9A873,,52.56,42.76,63.2,53.58
200580623043374,20181001,Terega SA,,FR0012881555,,63.55,50.93,67.09,68.53
200580633743374,20181001,Gas Networks Ireland,,XS1529684695,,52.14,54.43,60.46,45.33
200591672643374,20181001,Thaioil Treasury Center Co. Ltd.,,SUST8B3BC6B3,,82.34,81.25,86.88,77.93
200596536543374,20181001,Vrio Finco 1 LLC,,SUSTD031D841,,65.5,69.19,53.43,80.49
200597820143374,20181001,Sigma Finance Netherlands BV,,USN8133NAA56,,52.81,72.05,46.3,46.47
200605444243374,20181001,CK Hutchison Europe Finance (18) Ltd.,,XS1806124753,,43.77,51.6,42.19,40.24
200610468143374,20181001,Novartis Finance BV,,XS1134729794,,65.55,62.22,62.47,75.08
200610470643374,20181001,H.J. Heinz Co.,,US423074AS29,,55.97,70.36,46.14,56.93
200611161543374,20181001,Beijing Enterprises Water Capital Management Holdings Ltd.,,SUSTF84BC8CA,,54.1,54.45,51.34,55.73
200612900443374,20181001,Allied Irish Banks Plc,,SUST41E0559F,,50.95,41.83,57.82,55.17
200612900843374,20181001,Anheuser-Busch InBev SA /Old/,,SUSTD416E2F9,,65.95,68.02,61.28,69.79
200612901043374,20181001,Banco de Sabadell SA (France),,XS1731105612,,62.6,61,59.99,67.42
200614732043374,20181001,METRO AG /Old/,,SUSTBE21E84F,,69.73,69.35,74.17,64.94
200614732143374,20181001,Fastighets AB Balder /old/,,XS1576819079,,54.75,52.8,54.38,56.5
200614732243374,20181001,Mediobanca-Banca di Credito Finanziario SpA,,IT0004955685,,62.88,60.22,69.05,59.67
200616434043374,20181001,ANZ New Zealand (Int'l) Ltd.,,XS1492834806,,73.24,63.3,82.33,76.08
200616434343374,20181001,Braskem Netherlands BV,,USN15516AB83,,70.29,73.09,66.57,71.81
200616583143374,20181001,Metsä Board Corp.,,FI4000282629,,86.2,93.71,80.2,86.75
200617830643374,20181001,Emirates NBD PJSC,,XS1716831570,,52.65,49.54,68.86,39.25
200617830743374,20181001,ENEL Finance International NV,,USN30707AD06,,76.23,82.74,75.47,73.13
108762135343374,20181001,"Celltrion Healthcare Co., Ltd.",,KR7091990002,091990,44.11,46.08,39.4,50.2
128036354643374,20181001,"Aurora Cannabis, Inc.",,CA05156X1087,ACB,46.1,51.13,41.24,48.82
127339014043374,20181001,"Aphria, Inc.",,CA03765K1049,APH,43.01,48.37,36.22,48.82
142037376243374,20181001,Borr Drilling Limited,,BMG1466R1088,BDRILL,53.85,55.5,55.87,51.06
200555359643374,20181001,"AXA Equitable Holdings, Inc.",,US0545611057,EQH,87.04,87.41,80.47,93.58
128962738043374,20181001,Galenica AG,,CH0360674466,GALE,54.29,54.33,48.42,64.8
200582454943374,20181001,"GCI Liberty, Inc.",,US36164V3050,GLIBA,45.74,64.7,36.69,43.49
200517092843374,20181001,GMéxico Transportes SAB de CV,,MX01GM1Z0019,GMXT,53.13,60.47,54.6,46.21
106118611443374,20181001,Canada Goose Holdings Inc.,,CA1350861060,GOOS,45.91,52.9,46.8,39.92
200050744643374,20181001,JPMorgan Japanese Investment Trust Plc,,GB0001740025,JFJ,71.44,61.97,68.1,87
143649173343374,20181001,Kinder Morgan Canada Limited,,CA4945492078,KML,56.92,63.25,49.63,60.72
104464807443374,20181001,CPI Property Group S.A.,,LU0251710041,O5G,48.78,44.22,39.45,59.19
200049299243374,20181001,Pantheon International Plc,,GB0004148507,PIN,49.16,52.28,55.32,38.64
138974391843374,20181001,Pirelli & C. S.p.A.,,IT0005278236,PIRC,88.83,83.95,90.6,90.29
200590702843374,20181001,Siemens Healthineers AG,,DE000SHL1006,SHL,45.49,48.75,40.7,50.2
101788291043374,20181001,Atrium European Real Estate Ltd,IQ10004664,JE00B3DCF752,ATRS,58.22,46.6,59.38,66.06
100888053743374,20181001,Mead Johnson Nutrition Co.,IQ1002291,US582839AH96,,57.21,50.06,59.96,59.18
100797847743374,20181001,AT&T Inc,IQ100231,US00206R1023,T,65.5,69.19,53.43,80.49
100888090143374,20181001,Amplifon SpA,IQ1002655,IT0004056880,AMP,48.4,55.08,46.38,44
100888235243374,20181001,Aramark,IQ1004106,US03852U1060,ARMK,52.71,58.52,54.24,47.75
110834095843374,20181001,Sun Art Retail Group Ltd,IQ100462712,HK0000083920,6808,55.69,53.47,48.92,65
110836753443374,20181001,Tricon Capital Group Inc,IQ100489288,CA89612W1023,TCN,45.33,45.04,55.96,34.33
100888317843374,20181001,Hanon Systems,IQ1004932,KR7018880005,018880,73.05,63.95,73.04,79.57
101794056743374,20181001,Ooredoo QSC,IQ10062321,QA0007227737,ORDS,43.94,53.7,40.71,40.67
110853444043374,20181001,Vocus Group Ltd,IQ100656194,AU000000VOC6,VOC,48.78,65.45,40.06,47.96
110866420343374,20181001,NORMA Group SE,IQ100785957,DE000A1H8BV3,NOEJ,66.88,77.2,70.26,57.47
110866606243374,20181001,HD Supply Holdings Inc,IQ100787816,US40416M1053,HDS,49.98,58.78,46.78,47.36
101795944243374,20181001,Fidelity National Information Services Inc,IQ10081196,US31620M1062,FIS,47.41,61.49,42.65,42.83
100888649543374,20181001,Voya Financial Inc,IQ1008249,US9290891004,VOYA,71.43,71.04,70.8,72.6
100797970843374,20181001,KfW Bankengruppe (Hessen),IQ101462,DE000A0AZBC9,,87.33,85.91,90.36,85.89
100797992343374,20181001,HDFC Bank Ltd,IQ101677,INE040A01026,500180,52.09,46.74,61.86,48.42
101808199543374,20181001,Asahi Intecc Co Ltd,IQ10203749,JP3110650003,7747,43.76,44.92,40.63,48
101808200743374,20181001,MORI TRUST Sogo Reit Inc,IQ10203761,JP3046170001,8961,46.3,41.84,51.67,45.62
101809296843374,20181001,Macquarie Infrastructure Corp,IQ10214722,US55608B1052,MIC,53.77,70.85,49.56,46.37
101810164143374,20181001,Paysafe Group PLC,IQ10223395,SUST443C1AD4,,44.89,55,41.15,42.08
101810179543374,20181001,GS Yuasa Corp,IQ10223549,JP3385820000,6674,57.42,54.2,47.26,68.31
111020510843374,20181001,CNH Industrial NV,IQ102326862,NL0010545661,CNHI,85.16,83.29,83.44,87.83
101813331843374,20181001,ZPG PLC,IQ10255072,GB00BMHTHT14,ZPG,44.48,48.14,42.03,45.08
100890530143374,20181001,Verisk Analytics Inc,IQ1027055,US92345Y1064,VRSK,59.91,69.99,55.03,57.88
101816823943374,20181001,Qatar National Bank SAQ,IQ10289993,QA0006929895,QNBK,48.23,43.23,60.85,41.08
100890821743374,20181001,Genus PLC,IQ1029971,GB0002074580,GNS,51.51,62.55,46.44,47.4
100891104843374,20181001,Broadridge Financial Solutions Inc,IQ1032802,US11133T1034,BR,50.31,54.55,45.49,54
100798153643374,20181001,United Breweries Co Inc,IQ103290,CLP249051044,CCU,63.32,74.74,59.39,59.66
100798153843374,20181001,Tsingtao Brewery Co Ltd,IQ103292,CNE1000004K1,168,50.87,49.51,51.42,51.2
101820958443374,20181001,Grupo Aeroportuario del Pacifico SAB de CV,IQ10331338,MX01GA000004,GAPB,53.91,66.88,54.19,44.32
101820976543374,20181001,Korea Investment Holdings Co Ltd,IQ10331519,KR7071050009,071050,42.15,42.18,52.09,31.5
100798162143374,20181001,Bayer AG,IQ103375,DE000BAY0017,BAYN,67.92,76.67,57.97,75.34
100891233643374,20181001,Tieto Corp,IQ1034090,FI0009000277,TIETO,76.4,86.9,70.01,77.25
100891254443374,20181001,SGS AG,IQ1034298,CH0002497458,SGSN,74.65,69.2,69.73,82.38
100891338943374,20181001,The World Bank Group,IQ1035143,SUST07B9842E,,63.27,61.51,55.22,74.08
100891348343374,20181001,Energy Transfer Partners LP,IQ1035237,US29278N1037,ETP,42.42,59.05,34.61,39.46
100798178643374,20181001,"Cargill, Inc.",IQ103540,US141781AY07,,62.02,67.23,56.17,64.97
100798184543374,20181001,Xerox Corp,IQ103599,US9841216081,XRX,68.36,61.69,66.97,76
100798192443374,20181001,"Becton, Dickinson and Co",IQ103678,US0758871091,BDX,64.61,60.28,58.4,81
100798204643374,20181001,European Investment Bank,IQ103800,XS0556059805,,79.42,68.83,90.65,80.83
100891657443374,20181001,Prudential Financial Inc,IQ1038328,US7443201022,PRU,72.62,69.81,69.05,80
100891659843374,20181001,PacWest Bancorp,IQ1038352,US6952631033,PACW,49.21,52.61,59.12,34.33
100891660843374,20181001,CNOOC Ltd,IQ1038362,HK0883013259,883,55.18,62.26,61.67,42.69
101827211743374,20181001,Kindred Group PLC,IQ10393871,SE0007871645,KIND,48.68,56.35,52.16,40.83
100891783343374,20181001,Great Canadian Gaming Corp,IQ1039587,CA3899141020,GC,46.22,59.9,50.69,33.75
101828370043374,20181001,Autostrade per l'Italia SpA,IQ10405454,XS1327504087,,67.93,77.05,66.83,62.68
101831647143374,20181001,Doha Bank QSC,IQ10438225,QA0006929770,DHBK,54.42,54.22,68.86,39.25
100798291943374,20181001,UnitedHealth Group Inc,IQ104673,US91324P1021,UNH,62.91,69.13,52.55,74.1
111258645843374,20181001,Melco Resorts Finance Ltd.,IQ104708212,USG5975LAA47,,47.4,60.54,46.35,40.11
111263180843374,20181001,Tahoe Resources Inc,IQ104753562,CA8738681037,THO,66.71,74.15,66.25,61.92
111274471543374,20181001,DuluxGroup Ltd,IQ104866469,AU000000DLX6,DLX,58.22,69.97,57.08,51.88
100892851443374,20181001,Mizuho Financial Group Inc,IQ1050268,JP3885780001,8411,77.09,71.21,91.25,69.42
100798330343374,20181001,Constellation Software Inc,IQ105057,CA21037X1006,CSU,41.18,47.2,37.3,42
100892957143374,20181001,Yamana Gold Inc,IQ1051325,CA98462Y1007,YRI,68.6,70.12,67.44,68.86
101840287343374,20181001,Nippo Corp,IQ10524627,JP3750200002,1881,68.96,67.05,72.24,66.58
101840336943374,20181001,DUET Group,IQ10525123,CNFDS0M0AI23,,54.26,65.55,52.26,49.33
111316959143374,20181001,"Rice Energy, Inc.",IQ105291345,US762760AC01,,50.53,71.52,47.65,38.83
100798369443374,20181001,Infineon Technologies AG,IQ105448,DE0006231004,IFX,73.2,67.08,74.83,75.6
100798385843374,20181001,Raytheon Co,IQ105612,US7551115071,RTN,61.73,59,58.13,67.67
111349035643374,20181001,Banco Itaú SA (Grand Cayman Branch),IQ105612110,US46556MAJ18,,71.07,66.36,74.55,73.33
111353282243374,20181001,Z Energy Ltd,IQ105654576,NZZELE0001S1,ZEL,66.64,72.65,77,50.5
111354657143374,20181001,Crédit Agricole Assurances SA,IQ105668325,FR0013203734,,79.77,72.22,80.45,88.58
111364651643374,20181001,CoreSite Realty Corp,IQ105768270,US21870Q1058,COR,49.52,52.84,41.23,53.25
100893740243374,20181001,Temenos Group AG,IQ1059156,CH0012453913,TEMN,59.47,66.1,64,47.17
100893749743374,20181001,Worldpay Inc,IQ1059251,US9815581098,WP,47.67,58.05,43.68,45
100893962943374,20181001,Lawson Inc,IQ1061383,JP3982100004,2651,57.33,55.55,51.13,65.69
100894091943374,20181001,PageGroup PLC,IQ1062673,GB0030232317,PAGE,52.13,64.1,51.31,45.38
100798458143374,20181001,Ford Motor Co,IQ106335,US3453708600,F,61.09,60.78,74.39,52.4
101851550443374,20181001,Transneft PJSC,IQ10637258,RU0009091573,TRNFP,46.64,47.54,41.63,51.71
100894226643374,20181001,Pinnacle Foods Inc,IQ1064020,US72348P1049,PF,57.34,67.22,48.04,60.91
100798468343374,20181001,JetBlue Airways Corp,IQ106437,US4771431016,JBLU,52.69,64.99,51.22,45.58
100894284443374,20181001,Frutarom Industries Ltd,IQ1064598,IL0010810823,FRUT,45.71,50.28,47.26,41.5
111436359843374,20181001,Tesaro Inc,IQ106485352,US8815691071,TSRO,42.26,48.34,33.48,50.78
111446064543374,20181001,Air Lease Corp,IQ106582399,US00912X3026,AL,48.35,57.55,45.35,45.21
100798501843374,20181001,Daimler AG,IQ106772,DE0007100000,DAI,68.83,69.48,68.33,68.8
100798506843374,20181001,Vontobel Holding AG,IQ106822,CH0012335540,VONN,81.25,77.13,79.09,88.76
111476084143374,20181001,Jupiter Fund Management PLC,IQ106882595,GB00B53P2009,JUP,68.86,74.1,64.22,67.2
100798544143374,20181001,PCCW Ltd,IQ107195,HK0008011667,8,52.17,56.2,45.79,58.38
100895051643374,20181001,Swedish Orphan Biovitrum AB,IQ1072270,SE0000872095,SOBI,59.17,79.85,46.76,56.7
101861067243374,20181001,China Mengniu Dairy Co Ltd,IQ10732426,KYG210961051,2319,53.74,57.95,51.42,53.37
